year,month,route,temp_c,precip_mm
2014,7,camino_portugues_costa,19.02,48.97
2014,8,camino_portugues_costa,18.52,34.02
2014,9,camino_portugues_costa,18.78,130.22
2014,10,camino_portugues_costa,17.43,197.47
2014,11,camino_portugues_costa,12.15,317.37
2014,12,camino_portugues_costa,8.61,45.25
2014,1,camino_norte,9.87,214.51
2014,2,camino_norte,8.95,180.05
2014,3,camino_norte,10.27,140.85
2014,4,camino_norte,12.5,79.16
2014,5,camino_norte,13.08,76.97
2014,6,camino_norte,16.87,58.11
2014,7,camino_norte,18.39,64.3
2014,8,camino_norte,18.51,66.41
2014,9,camino_norte,19.12,56.56
2014,10,camino_norte,17.19,90.84
2014,11,camino_norte,12.76,204.19
2014,12,camino_norte,9.4,127.7
2014,1,via_podiensis_fr,9.71,157.41
2014,2,via_podiensis_fr,9.19,138.99
2014,3,via_podiensis_fr,10.42,86.22
2014,4,via_podiensis_fr,13.12,68.5
2014,5,via_podiensis_fr,14.12,75.06
2014,6,via_podiensis_fr,19.03,46.55
2014,7,via_podiensis_fr,19.95,76.4
2014,8,via_podiensis_fr,19.19,71.95
2014,9,via_podiensis_fr,19.76,27.03
2014,10,via_podiensis_fr,17.17,52.45
2014,11,via_podiensis_fr,13.28,134.07
2014,12,via_podiensis_fr,8.29,73.25
2015,1,camino_frances,6.37,132.32
2015,2,camino_frances,5.61,171.9
2015,3,camino_frances,9.02,75.82
2015,4,camino_frances,12.05,71.61
2015,5,camino_frances,14.41,41.11
2015,6,camino_frances,18.06,51.55
2015,7,camino_frances,20.55,36.38
2015,8,camino_frances,19.43,69.56
2015,9,camino_frances,15.84,73.26
2015,10,camino_frances,13.75,98.78
2015,11,camino_frances,11.5,76.84
2015,12,camino_frances,9.88,33.18
2015,1,camino_portugues,7.16,91.81
2015,2,camino_portugues,7.57,61.82
2015,3,camino_portugues,11.12,24.11
2015,4,camino_portugues,14.1,94.91
2015,5,camino_portugues,17.31,50.39
2015,6,camino_portugues,20.51,31.57
2015,7,camino_portugues,21.33,11.73
2015,8,camino_portugues,20.38,25.0
2015,9,camino_portugues,17.71,74.55
2015,10,camino_portugues,15.54,161.91
2015,11,camino_portugues,12.58,43.44
2015,12,camino_portugues,10.98,88.53
2015,1,camino_portugues_costa,7.96,132.39
2015,2,camino_portugues_costa,7.96,92.87
2015,3,camino_portugues_costa,10.84,29.44
2015,4,camino_portugues_costa,13.72,108.99
2015,5,camino_portugues_costa,15.82,91.3
2015,6,camino_portugues_costa,18.85,34.03
2015,7,camino_portugues_costa,19.63,17.24
2015,8,camino_portugues_costa,18.72,46.66
2015,9,camino_portugues_costa,16.74,119.86
2015,10,camino_portugues_costa,15.34,200.55
2015,11,camino_portugues_costa,12.99,57.03
2015,12,camino_portugues_costa,11.79,142.3
2015,1,camino_norte,8.48,174.95
2015,2,camino_norte,7.29,233.03
2015,3,camino_norte,9.76,95.97
2015,4,camino_norte,12.48,75.35
2015,5,camino_norte,14.21,48.91
2015,6,camino_norte,17.27,40.56
2015,7,camino_norte,19.5,42.17
2015,8,camino_norte,19.05,96.45
2015,9,camino_norte,16.28,81.34
2015,10,camino_norte,14.87,94.97
2015,11,camino_norte,13.2,94.06
2015,12,camino_norte,12.19,33.78
2015,1,via_podiensis_fr,7.72,102.86
2015,2,via_podiensis_fr,6.57,141.73
2015,3,via_podiensis_fr,9.84,70.93
2015,4,via_podiensis_fr,13.24,57.47
2015,5,via_podiensis_fr,15.28,47.43
2015,6,via_podiensis_fr,19.23,52.58
2015,7,via_podiensis_fr,21.37,32.93
2015,8,via_podiensis_fr,20.6,93.84
2015,9,via_podiensis_fr,16.87,71.45
2015,10,via_podiensis_fr,14.34,55.25
2015,11,via_podiensis_fr,12.88,73.63
2015,12,via_podiensis_fr,11.23,15.01
2016,1,camino_frances,8.47,192.81
2016,2,camino_frances,7.55,195.62
2016,3,camino_frances,7.79,138.95
2016,4,camino_frances,9.81,110.05
2016,5,camino_frances,13.39,95.74
2016,6,camino_frances,16.98,58.41
2016,7,camino_frances,19.92,17.26
2016,8,camino_frances,20.29,18.4
2016,9,camino_frances,18.12,68.27
2016,10,camino_frances,14.18,47.8
2016,11,camino_frances,9.3,126.16
2016,12,camino_frances,8.37,22.74
2016,1,camino_portugues,9.84,233.22
2016,2,camino_portugues,8.95,183.98
2016,3,camino_portugues,9.3,95.47
2016,4,camino_portugues,11.67,174.25
2016,5,camino_portugues,14.62,158.42
2016,6,camino_portugues,18.95,30.67
2016,7,camino_portugues,22.68,9.09
2016,8,camino_portugues,22.5,9.35
2016,9,camino_portugues,19.66,34.44
2016,10,camino_portugues,16.05,85.78
2016,11,camino_portugues,10.75,115.23
2016,12,camino_portugues,9.26,42.93
2016,1,camino_portugues_costa,10.37,342.32
2016,2,camino_portugues_costa,9.31,272.02
2016,3,camino_portugues_costa,9.54,144.58
2016,4,camino_portugues_costa,11.29,221.03
2016,5,camino_portugues_costa,14.18,174.36
2016,6,camino_portugues_costa,17.53,49.06
2016,7,camino_portugues_costa,20.7,5.29
2016,8,camino_portugues_costa,20.51,12.66
2016,9,camino_portugues_costa,18.07,53.5
2016,10,camino_portugues_costa,15.54,103.91
2016,11,camino_portugues_costa,11.15,136.4
2016,12,camino_portugues_costa,10.03,44.72
2016,1,camino_norte,10.24,217.66
2016,2,camino_norte,9.1,231.74
2016,3,camino_norte,9.07,171.14
2016,4,camino_norte,10.59,103.15
2016,5,camino_norte,13.81,93.81
2016,6,camino_norte,16.63,74.49
2016,7,camino_norte,19.04,20.94
2016,8,camino_norte,19.74,23.83
2016,9,camino_norte,18.27,95.5
2016,10,camino_norte,15.07,45.56
2016,11,camino_norte,11.07,149.99
2016,12,camino_norte,10.61,25.97
2016,1,via_podiensis_fr,9.71,170.11
2016,2,via_podiensis_fr,8.9,156.83
2016,3,via_podiensis_fr,9.25,107.19
2016,4,via_podiensis_fr,11.39,72.84
2016,5,via_podiensis_fr,14.85,80.83
2016,6,via_podiensis_fr,17.88,58.0
2016,7,via_podiensis_fr,20.5,19.34
2016,8,via_podiensis_fr,21.26,23.34
2016,9,via_podiensis_fr,19.5,51.41
2016,10,via_podiensis_fr,14.55,46.69
2016,11,via_podiensis_fr,10.95,118.49
2016,12,via_podiensis_fr,9.02,15.15
2017,1,camino_frances,5.86,65.51
2017,2,camino_frances,8.65,118.33
2017,3,camino_frances,10.05,83.88
2017,4,camino_frances,11.76,34.63
2017,5,camino_frances,15.31,93.51
2017,6,camino_frances,18.75,70.68
2017,7,camino_frances,19.5,30.06
2017,8,camino_frances,19.6,47.53
2017,9,camino_frances,16.31,57.95
2017,10,camino_frances,15.62,31.57
2017,11,camino_frances,9.49,81.71
2017,12,camino_frances,7.19,156.29
2017,1,camino_portugues,7.31,66.2
2017,2,camino_portugues,10.1,151.09
2017,3,camino_portugues,11.42,84.49
2017,4,camino_portugues,15.13,15.61
2017,5,camino_portugues,17.37,100.37
2017,6,camino_portugues,20.68,20.31
2017,7,camino_portugues,21.02,12.34
2017,8,camino_portugues,21.14,17.73
2017,9,camino_portugues,17.98,7.71
2017,10,camino_portugues,18.08,42.81
2017,11,camino_portugues,11.15,59.9
2017,12,camino_portugues,8.44,119.15
2017,1,camino_portugues_costa,8.11,87.98
2017,2,camino_portugues_costa,10.36,211.99
2017,3,camino_portugues_costa,11.41,106.91
2017,4,camino_portugues_costa,14.31,23.59
2017,5,camino_portugues_costa,16.31,143.86
2017,6,camino_portugues_costa,18.72,27.54
2017,7,camino_portugues_costa,19.22,17.84
2017,8,camino_portugues_costa,19.34,21.25
2017,9,camino_portugues_costa,16.63,15.05
2017,10,camino_portugues_costa,16.86,58.95
2017,11,camino_portugues_costa,11.12,81.27
2017,12,camino_portugues_costa,9.1,171.09
2017,1,camino_norte,7.85,79.1
2017,2,camino_norte,10.06,115.7
2017,3,camino_norte,10.9,102.03
2017,4,camino_norte,11.8,42.56
2017,5,camino_norte,14.96,102.08
2017,6,camino_norte,17.71,86.21
2017,7,camino_norte,18.57,37.45
2017,8,camino_norte,18.99,57.05
2017,9,camino_norte,16.71,88.29
2017,10,camino_norte,16.24,34.06
2017,11,camino_norte,11.35,108.72
2017,12,camino_norte,9.25,198.34
2017,1,via_podiensis_fr,5.85,56.79
2017,2,via_podiensis_fr,9.61,89.55
2017,3,via_podiensis_fr,11.33,88.86
2017,4,via_podiensis_fr,12.18,34.75
2017,5,via_podiensis_fr,16.23,88.24
2017,6,via_podiensis_fr,19.85,92.1
2017,7,via_podiensis_fr,20.36,51.27
2017,8,via_podiensis_fr,20.47,51.21
2017,9,via_podiensis_fr,16.88,82.76
2017,10,via_podiensis_fr,16.07,27.94
2017,11,via_podiensis_fr,10.2,71.59
2017,12,via_podiensis_fr,8.09,141.04
2018,1,camino_frances,7.67,130.28
2018,2,camino_frances,5.3,136.77
2018,3,camino_frances,7.66,183.89
2018,4,camino_frances,11.28,113.74
2018,5,camino_frances,13.26,81.1
2018,6,camino_frances,17.03,106.1
2018,7,camino_frances,19.75,73.65
2018,8,camino_frances,20.3,36.41
2018,9,camino_frances,18.9,33.16
2018,10,camino_frances,13.29,87.46
2018,11,camino_frances,9.98,143.36
2018,12,camino_frances,9.06,54.52
2018,1,camino_portugues,8.44,91.46
2018,2,camino_portugues,7.67,88.68
2018,3,camino_portugues,9.08,300.45
2018,4,camino_portugues,12.24,144.78
2018,5,camino_portugues,15.05,52.94
2018,6,camino_portugues,18.08,74.43
2018,7,camino_portugues,19.73,29.74
2018,8,camino_portugues,22.74,6.06
2018,9,camino_portugues,21.26,13.06
2018,10,camino_portugues,15.37,75.81
2018,11,camino_portugues,10.96,204.63
2018,12,camino_portugues,9.9,68.36
2018,1,camino_portugues_costa,9.18,135.43
2018,2,camino_portugues_costa,7.92,126.41
2018,3,camino_portugues_costa,9.1,362.8
2018,4,camino_portugues_costa,11.94,183.6
2018,5,camino_portugues_costa,14.52,51.58
2018,6,camino_portugues_costa,17.09,92.64
2018,7,camino_portugues_costa,18.86,42.78
2018,8,camino_portugues_costa,20.76,6.44
2018,9,camino_portugues_costa,19.51,17.57
2018,10,camino_portugues_costa,14.92,94.8
2018,11,camino_portugues_costa,11.35,285.12
2018,12,camino_portugues_costa,10.84,113.44
2018,1,camino_norte,9.6,157.25
2018,2,camino_norte,6.86,180.29
2018,3,camino_norte,9.02,198.21
2018,4,camino_norte,11.9,106.32
2018,5,camino_norte,13.38,79.29
2018,6,camino_norte,16.89,109.64
2018,7,camino_norte,19.63,90.27
2018,8,camino_norte,19.87,50.68
2018,9,camino_norte,18.78,35.59
2018,10,camino_norte,14.26,108.5
2018,11,camino_norte,11.66,150.6
2018,12,camino_norte,10.99,63.21
2018,1,via_podiensis_fr,9.73,137.02
2018,2,via_podiensis_fr,5.79,114.56
2018,3,via_podiensis_fr,9.43,128.24
2018,4,via_podiensis_fr,13.25,94.25
2018,5,via_podiensis_fr,14.98,78.66
2018,6,via_podiensis_fr,19.23,93.35
2018,7,via_podiensis_fr,21.95,69.22
2018,8,via_podiensis_fr,21.58,39.64
2018,9,via_podiensis_fr,19.59,23.49
2018,10,via_podiensis_fr,14.79,74.22
2018,11,via_podiensis_fr,11.24,103.67
2018,12,via_podiensis_fr,10.21,84.15
2019,1,camino_frances,6.16,124.97
2019,2,camino_frances,8.51,45.62
2019,3,camino_frances,9.67,45.23
2019,4,camino_frances,10.45,117.97
2019,5,camino_frances,13.2,58.42
2019,6,camino_frances,16.58,69.57
2019,7,camino_frances,20.03,49.52
2019,8,camino_frances,19.87,43.12
2019,9,camino_frances,17.41,47.83
2019,10,camino_frances,14.65,135.63
2019,11,camino_frances,9.31,270.61
2019,12,camino_frances,8.57,161.57
2019,1,camino_portugues,7.43,70.37
2019,2,camino_portugues,9.8,40.7
2019,3,camino_portugues,11.84,56.11
2019,4,camino_portugues,11.91,158.74
2019,5,camino_portugues,16.82,23.73
2019,6,camino_portugues,16.79,45.65
2019,7,camino_portugues,20.65,12.95
2019,8,camino_portugues,20.68,27.25
2019,9,camino_portugues,19.42,28.13
2019,10,camino_portugues,15.38,120.18
2019,11,camino_portugues,11.1,218.79
2019,12,camino_portugues,9.9,220.7
2019,1,camino_portugues_costa,8.05,99.89
2019,2,camino_portugues_costa,10.11,55.47
2019,3,camino_portugues_costa,11.55,82.21
2019,4,camino_portugues_costa,11.7,208.4
2019,5,camino_portugues_costa,15.44,35.78
2019,6,camino_portugues_costa,15.49,75.77
2019,7,camino_portugues_costa,19.19,19.32
2019,8,camino_portugues_costa,18.98,41.18
2019,9,camino_portugues_costa,18.15,41.89
2019,10,camino_portugues_costa,14.91,187.99
2019,11,camino_portugues_costa,11.3,321.55
2019,12,camino_portugues_costa,10.11,274.26
2019,1,camino_norte,8.03,158.67
2019,2,camino_norte,10.06,58.93
2019,3,camino_norte,10.52,53.13
2019,4,camino_norte,11.16,122.77
2019,5,camino_norte,13.19,72.73
2019,6,camino_norte,15.82,84.45
2019,7,camino_norte,19.19,55.39
2019,8,camino_norte,19.44,51.01
2019,9,camino_norte,17.81,57.62
2019,10,camino_norte,15.66,164.28
2019,11,camino_norte,11.01,358.64
2019,12,camino_norte,10.43,173.65
2019,1,via_podiensis_fr,6.8,103.43
2019,2,via_podiensis_fr,9.71,43.21
2019,3,via_podiensis_fr,10.81,38.87
2019,4,via_podiensis_fr,11.97,83.06
2019,5,via_podiensis_fr,13.86,70.14
2019,6,via_podiensis_fr,18.26,69.61
2019,7,via_podiensis_fr,21.84,49.02
2019,8,via_podiensis_fr,20.93,49.63
2019,9,via_podiensis_fr,18.89,47.58
2019,10,via_podiensis_fr,16.16,122.99
2019,11,via_podiensis_fr,10.65,241.49
2019,12,via_podiensis_fr,10.28,122.25
2020,1,camino_frances,7.34,74.46
2020,2,camino_frances,9.86,38.43
2020,3,camino_frances,9.26,107.19
2020,4,camino_frances,12.15,114.31
2020,5,camino_frances,15.86,68.73
2020,6,camino_frances,16.23,75.04
2020,7,camino_frances,19.96,15.03
2020,8,camino_frances,19.66,69.55
2020,9,camino_frances,17.59,74.79
2020,10,camino_frances,12.66,154.84
2020,11,camino_frances,11.16,47.84
2020,12,camino_frances,7.56,218.78
2020,1,camino_portugues,8.56,97.4
2020,2,camino_portugues,11.49,28.74
2020,3,camino_portugues,11.44,100.39
2020,4,camino_portugues,13.1,140.66
2020,5,camino_portugues,17.98,64.75
2020,6,camino_portugues,17.92,28.41
2020,7,camino_portugues,23.38,4.2
2020,8,camino_portugues,20.71,26.93
2020,9,camino_portugues,19.73,55.22
2020,10,camino_portugues,14.1,127.11
2020,11,camino_portugues,12.53,103.06
2020,12,camino_portugues,8.93,151.28
2020,1,camino_portugues_costa,9.21,152.13
2020,2,camino_portugues_costa,11.58,55.37
2020,3,camino_portugues_costa,11.27,127.99
2020,4,camino_portugues_costa,13.05,162.28
2020,5,camino_portugues_costa,17.25,70.56
2020,6,camino_portugues_costa,16.78,42.3
2020,7,camino_portugues_costa,21.14,2.96
2020,8,camino_portugues_costa,19.16,47.36
2020,9,camino_portugues_costa,18.62,60.75
2020,10,camino_portugues_costa,13.87,154.78
2020,11,camino_portugues_costa,12.71,119.57
2020,12,camino_portugues_costa,9.58,250.45
2020,1,camino_norte,9.43,86.17
2020,2,camino_norte,11.1,50.4
2020,3,camino_norte,10.19,113.79
2020,4,camino_norte,12.79,103.15
2020,5,camino_norte,15.78,62.38
2020,6,camino_norte,16.13,83.31
2020,7,camino_norte,18.9,16.28
2020,8,camino_norte,19.48,97.4
2020,9,camino_norte,18.04,85.97
2020,10,camino_norte,14.12,194.44
2020,11,camino_norte,12.94,40.44
2020,12,camino_norte,9.57,299.36
2020,1,via_podiensis_fr,9.21,64.4
2020,2,via_podiensis_fr,10.74,53.5
2020,3,via_podiensis_fr,10.43,96.4
2020,4,via_podiensis_fr,14.21,86.37
2020,5,via_podiensis_fr,17.12,85.8
2020,6,via_podiensis_fr,17.58,85.66
2020,7,via_podiensis_fr,20.84,12.89
2020,8,via_podiensis_fr,21.39,65.25
2020,9,via_podiensis_fr,19.1,69.58
2020,10,via_podiensis_fr,14.02,157.83
2020,11,via_podiensis_fr,12.42,28.39
2020,12,via_podiensis_fr,9.2,203.13
2021,1,camino_frances,5.8,137.94
2021,2,camino_frances,9.48,148.75
2021,3,camino_frances,9.22,31.26
2021,4,camino_frances,10.63,64.82
2021,5,camino_frances,13.02,75.93
2021,6,camino_frances,16.61,111.04
2021,7,camino_frances,18.41,33.55
2021,8,camino_frances,19.13,23.5
2021,9,camino_frances,17.47,95.77
2021,10,camino_frances,13.9,66.72
2021,11,camino_frances,8.34,140.12
2021,12,camino_frances,8.87,140.52
2021,1,camino_portugues,6.97,119.95
2021,2,camino_portugues,10.77,233.95
2021,3,camino_portugues,11.56,25.2
2021,4,camino_portugues,13.67,115.86
2021,5,camino_portugues,14.78,58.81
2021,6,camino_portugues,18.18,48.19
2021,7,camino_portugues,19.97,11.25
2021,8,camino_portugues,20.8,8.06
2021,9,camino_portugues,18.79,99.65
2021,10,camino_portugues,16.28,110.09
2021,11,camino_portugues,9.8,20.12
2021,12,camino_portugues,10.71,111.85
2021,1,camino_portugues_costa,7.7,179.6
2021,2,camino_portugues_costa,11.03,301.52
2021,3,camino_portugues_costa,11.42,24.08
2021,4,camino_portugues_costa,13.46,122.81
2021,5,camino_portugues_costa,14.02,93.38
2021,6,camino_portugues_costa,17.04,61.96
2021,7,camino_portugues_costa,18.22,21.2
2021,8,camino_portugues_costa,19.04,12.42
2021,9,camino_portugues_costa,18.11,104.37
2021,10,camino_portugues_costa,15.62,138.96
2021,11,camino_portugues_costa,10.27,27.69
2021,12,camino_portugues_costa,11.12,157.37
2021,1,camino_norte,7.8,177.19
2021,2,camino_norte,10.88,154.23
2021,3,camino_norte,10.19,37.77
2021,4,camino_norte,11.18,55.01
2021,5,camino_norte,13.06,92.64
2021,6,camino_norte,16.2,125.35
2021,7,camino_norte,17.72,45.8
2021,8,camino_norte,18.53,30.58
2021,9,camino_norte,18.08,100.61
2021,10,camino_norte,15.11,72.06
2021,11,camino_norte,10.25,197.32
2021,12,camino_norte,10.77,178.56
2021,1,via_podiensis_fr,6.92,120.53
2021,2,via_podiensis_fr,10.78,102.69
2021,3,via_podiensis_fr,10.22,28.38
2021,4,via_podiensis_fr,11.73,30.27
2021,5,via_podiensis_fr,13.84,84.27
2021,6,via_podiensis_fr,18.71,121.86
2021,7,via_podiensis_fr,19.45,54.81
2021,8,via_podiensis_fr,19.69,29.55
2021,9,via_podiensis_fr,19.36,89.28
2021,10,via_podiensis_fr,14.81,49.7
2021,11,via_podiensis_fr,9.55,112.09
2021,12,via_podiensis_fr,9.41,140.39
2022,1,camino_frances,6.44,45.88
2022,2,camino_frances,8.13,36.28
2022,3,camino_frances,9.19,104.87
2022,4,camino_frances,10.13,91.31
2022,5,camino_frances,15.65,38.14
2022,6,camino_frances,18.01,81.85
2022,7,camino_frances,21.28,14.35
2022,8,camino_frances,21.13,45.57
2022,9,camino_frances,17.55,68.87
2022,10,camino_frances,16.61,91.87
2022,11,camino_frances,11.08,149.62
2022,12,camino_frances,9.7,124.1
2022,1,camino_portugues,8.37,20.99
2022,2,camino_portugues,10.11,20.61
2022,3,camino_portugues,11.01,128.02
2022,4,camino_portugues,12.2,79.15
2022,5,camino_portugues,18.19,29.05
2022,6,camino_portugues,18.83,55.19
2022,7,camino_portugues,23.83,5.07
2022,8,camino_portugues,22.0,9.3
2022,9,camino_portugues,18.95,74.14
2022,10,camino_portugues,17.37,186.64
2022,11,camino_portugues,12.21,168.62
2022,12,camino_portugues,11.56,275.94
2022,1,camino_portugues_costa,8.99,35.46
2022,2,camino_portugues_costa,10.17,31.94
2022,3,camino_portugues_costa,11.13,140.61
2022,4,camino_portugues_costa,11.85,102.95
2022,5,camino_portugues_costa,16.75,46.35
2022,6,camino_portugues_costa,17.3,83.53
2022,7,camino_portugues_costa,21.58,5.14
2022,8,camino_portugues_costa,20.33,14.25
2022,9,camino_portugues_costa,18.23,101.71
2022,10,camino_portugues_costa,16.51,296.45
2022,11,camino_portugues_costa,12.72,255.05
2022,12,camino_portugues_costa,11.79,354.88
2022,1,camino_norte,8.51,58.99
2022,2,camino_norte,9.61,50.61
2022,3,camino_norte,10.46,108.89
2022,4,camino_norte,10.9,99.4
2022,5,camino_norte,15.17,40.33
2022,6,camino_norte,17.23,101.76
2022,7,camino_norte,20.07,14.39
2022,8,camino_norte,20.26,61.39
2022,9,camino_norte,18.0,90.11
2022,10,camino_norte,17.42,85.47
2022,11,camino_norte,12.89,173.47
2022,12,camino_norte,11.46,123.23
2022,1,via_podiensis_fr,6.86,55.73
2022,2,via_podiensis_fr,9.5,38.19
2022,3,via_podiensis_fr,11.01,74.32
2022,4,via_podiensis_fr,11.88,86.3
2022,5,via_podiensis_fr,17.25,27.02
2022,6,via_podiensis_fr,19.84,99.75
2022,7,via_podiensis_fr,22.32,14.78
2022,8,via_podiensis_fr,22.87,42.28
2022,9,via_podiensis_fr,19.02,68.34
2022,10,via_podiensis_fr,18.48,46.86
2022,11,via_podiensis_fr,12.73,137.77
2022,12,via_podiensis_fr,9.87,76.84
2023,1,camino_frances,6.51,177.08
2023,2,camino_frances,6.58,40.46
2023,3,camino_frances,10.75,53.79
2023,4,camino_frances,12.52,50.44
2023,5,camino_frances,14.26,62.1
2023,6,camino_frances,18.59,105.33
2023,7,camino_frances,19.75,28.03
2023,8,camino_frances,20.65,39.73
2023,9,camino_frances,18.79,97.72
2023,10,camino_frances,16.38,174.52
2023,11,camino_frances,11.43,178.39
2023,12,camino_frances,8.24,96.28
2023,1,camino_portugues,7.98,138.59
2023,2,camino_portugues,8.63,16.25
2023,3,camino_portugues,12.0,79.93
2023,4,camino_portugues,15.33,32.12
2023,5,camino_portugues,16.9,57.17
2023,6,camino_portugues,20.4,81.75
2023,7,camino_portugues,20.77,8.01
2023,8,camino_portugues,22.42,7.97
2023,9,camino_portugues,19.19,105.32
2023,10,camino_portugues,17.74,264.81
2023,11,camino_portugues,12.65,174.19
2023,12,camino_portugues,8.77,96.44
2023,1,camino_portugues_costa,8.84,210.36
2023,2,camino_portugues_costa,9.05,16.31
2023,3,camino_portugues_costa,11.84,128.59
2023,4,camino_portugues_costa,14.27,48.27
2023,5,camino_portugues_costa,16.03,68.24
2023,6,camino_portugues_costa,18.99,106.06
2023,7,camino_portugues_costa,18.98,16.52
2023,8,camino_portugues_costa,20.36,17.01
2023,9,camino_portugues_costa,18.58,123.54
2023,10,camino_portugues_costa,17.33,386.67
2023,11,camino_portugues_costa,13.04,267.61
2023,12,camino_portugues_costa,9.7,156.45
2023,1,camino_norte,8.63,227.14
2023,2,camino_norte,8.42,51.68
2023,3,camino_norte,11.66,63.67
2023,4,camino_norte,12.58,62.38
2023,5,camino_norte,14.48,67.91
2023,6,camino_norte,18.63,101.87
2023,7,camino_norte,19.2,37.69
2023,8,camino_norte,19.92,60.68
2023,9,camino_norte,19.55,105.51
2023,10,camino_norte,17.44,183.77
2023,11,camino_norte,12.96,214.63
2023,12,camino_norte,10.48,122.19
2023,1,via_podiensis_fr,7.91,129.29
2023,2,via_podiensis_fr,7.79,37.25
2023,3,via_podiensis_fr,11.35,76.65
2023,4,via_podiensis_fr,12.66,67.29
2023,5,via_podiensis_fr,15.8,62.89
2023,6,via_podiensis_fr,20.53,89.5
2023,7,via_podiensis_fr,20.84,35.19
2023,8,via_podiensis_fr,21.38,44.67
2023,9,via_podiensis_fr,21.13,73.47
2023,10,via_podiensis_fr,17.72,137.36
2023,11,via_podiensis_fr,12.1,185.75
2023,12,via_podiensis_fr,9.87,118.51
2024,1,camino_frances,8.27,84.58
2024,2,camino_frances,9.37,135.36
2024,3,camino_frances,9.55,140.9
2024,4,camino_frances,11.62,71.82
2024,5,camino_frances,12.96,105.14
2024,6,camino_frances,16.71,80.8
2024,7,camino_frances,20.04,26.57
2024,8,camino_frances,20.62,43.44
2024,9,camino_frances,15.78,115.46
2024,10,camino_frances,14.71,164.4
2024,11,camino_frances,12.04,69.34
2024,12,camino_frances,7.85,74.15
2024,1,camino_portugues,10.1,142.92
2024,2,camino_portugues,11.34,143.09
2024,3,camino_portugues,11.2,188.07
2024,4,camino_portugues,14.46,79.18
2024,5,camino_portugues,15.2,72.11
2024,6,camino_portugues,18.54,59.32
2024,7,camino_portugues,21.63,15.51
2024,8,camino_portugues,21.98,4.22
2024,9,camino_portugues,18.01,57.99
2024,10,camino_portugues,16.28,174.89
2024,11,camino_portugues,13.95,81.72
2024,12,camino_portugues,8.78,23.53
2024,1,camino_portugues_costa,10.5,179.06
2024,2,camino_portugues_costa,11.59,187.3
2024,3,camino_portugues_costa,11.04,239.37
2024,4,camino_portugues_costa,13.91,109.72
2024,5,camino_portugues_costa,14.32,123.76
2024,6,camino_portugues_costa,17.41,66.4
2024,7,camino_portugues_costa,19.73,27.35
2024,8,camino_portugues_costa,20.21,6.28
2024,9,camino_portugues_costa,16.86,93.3
2024,10,camino_portugues_costa,16.19,232.08
2024,11,camino_portugues_costa,14.43,103.57
2024,12,camino_portugues_costa,9.57,45.3
2024,1,camino_norte,10.12,103.51
2024,2,camino_norte,10.81,158.9
2024,3,camino_norte,10.64,146.85
2024,4,camino_norte,12.18,82.38
2024,5,camino_norte,13.26,114.41
2024,6,camino_norte,16.34,88.29
2024,7,camino_norte,19.07,36.75
2024,8,camino_norte,19.96,49.72
2024,9,camino_norte,16.5,135.68
2024,10,camino_norte,15.87,171.8
2024,11,camino_norte,13.72,84.55
2024,12,camino_norte,10.03,106.92
2024,1,via_podiensis_fr,8.71,61.52
2024,2,via_podiensis_fr,10.23,134.81
2024,3,via_podiensis_fr,11.12,123.42
2024,4,via_podiensis_fr,12.6,65.79
2024,5,via_podiensis_fr,14.39,116.64
2024,6,via_podiensis_fr,18.01,91.07
2024,7,via_podiensis_fr,20.51,38.94
2024,8,via_podiensis_fr,21.09,58.65
2024,9,via_podiensis_fr,16.88,136.77
2024,10,via_podiensis_fr,15.95,136.3
2024,11,via_podiensis_fr,12.73,62.18
2024,12,via_podiensis_fr,8.87,89.08
